1535731200000,4453
1535731500000,2915
1535731800000,3037
1535732100000,2378
1535732400000,2067
1535732700000,2105
1535733000000,1531
1535733300000,1939
1535733600000,1699
1535733900000,1757
1535734200000,2014
1535734500000,1958
1535734800000,1802
1535735100000,1657
1535735400000,1609
1535735700000,1537
1535736000000,1285
1535736300000,1126
1535736600000,1698
1535736900000,1990
1535737200000,1530
1535737500000,1532
1535737800000,1243
1535738100000,1754
1535738400000,1382
1535738700000,1140
1535739000000,808
1535739300000,810
1535739600000,709
1535739900000,819
1535740200000,792
1535740500000,1088
1535740800000,882
1535741100000,837
1535741400000,1029
1535741700000,839
1535742000000,841
1535742300000,679
1535742600000,840
1535742900000,740
1535743200000,981
1535743500000,998
1535743800000,1073
1535744100000,1196
1535744400000,1504
1535744700000,1649
1535745000000,1128
1535745300000,1605
1535745600000,1493
1535745900000,1025
1535746200000,1551
1535746500000,950
1535746800000,993
1535747100000,921
1535747400000,900
1535747700000,904
1535748000000,1103
1535748300000,1073
1535748600000,990
1535748900000,1086
1535749200000,1156
1535749500000,1091
1535749800000,1119
1535750100000,1014
1535750400000,1120
1535750700000,781
1535751000000,1387
1535751300000,1045
1535751600000,1063
1535751900000,1089
1535752200000,1585
1535752500000,1839
1535752800000,1930
1535753100000,1875
1535753400000,2323
1535753700000,2095
1535754000000,2761
1535754300000,1367
1535754600000,1395
1535754900000,2224
1535755200000,2288
1535755500000,2011
1535755800000,1755
1535756100000,1828
1535756400000,2448
1535756700000,2477
1535757000000,1974
1535757300000,2568
1535757600000,3426
1535757900000,3117
1535758200000,3313
1535758500000,2754
1535758800000,2158
1535759100000,2674
1535759400000,2684
1535759700000,2633
1535760000000,2303
1535760300000,2359
1535760600000,3346
1535760900000,3084
1535761200000,2940
1535761500000,3019
1535761800000,2924
1535762100000,2226
1535762400000,3304
1535762700000,2857
1535763000000,2993
1535763300000,3636
1535763600000,3532
1535763900000,3496
1535764200000,4016
1535764500000,4741
1535764800000,4297
1535765100000,3921
1535765400000,4123
1535765700000,4151
1535766000000,4541
1535766300000,4469
1535766600000,4880
1535766900000,4260
1535767200000,4536
1535767500000,5674
1535767800000,5485
1535768100000,5624
1535768400000,3841
1535768700000,5492
1535769000000,4284
1535769300000,5950
1535769600000,4844
1535769900000,4361
1535770200000,5005
1535770500000,5462
1535770800000,5917
1535771100000,5214
1535771400000,4868
1535771700000,5291
1535772000000,5882
1535772300000,4692
1535772600000,6171
1535772900000,4402
1535773200000,4501
1535773500000,3897
1535773800000,4567
1535774100000,3940
1535774400000,4471
1535774700000,4666
1535775000000,3867
1535775300000,3617
1535775600000,3758
1535775900000,3158
1535776200000,3466
1535776500000,3950
1535776800000,3829
1535777100000,4083
1535777400000,3699
1535777700000,4355
1535778000000,4827
1535778300000,4910
1535778600000,4780
1535778900000,4337
1535779200000,4359
1535779500000,3986
1535779800000,4246
1535780100000,4386
1535780400000,4791
1535780700000,3696
1535781000000,3965
1535781300000,4230
1535781600000,4009
1535781900000,4976
1535782200000,5134
1535782500000,4392
1535782800000,3719
1535783100000,4099
1535783400000,4619
1535783700000,4180
1535784000000,3978
1535784300000,4332
1535784600000,3861
1535784900000,3437
1535785200000,4202
1535785500000,4115
1535785800000,4467
1535786100000,4138
1535786400000,4817
1535786700000,5065
1535787000000,4878
1535787300000,5028
1535787600000,6242
1535787900000,5046
1535788200000,5160
1535788500000,5709
1535788800000,4539
1535789100000,5009
1535789400000,5973
1535789700000,5217
1535790000000,4368
1535790300000,4338
1535790600000,4266
1535790900000,4889
1535791200000,5303
1535791500000,4719
1535791800000,3915
1535792100000,3178
1535792400000,3217
1535792700000,3571
1535793000000,2865
1535793300000,3491
1535793600000,3635
1535793900000,3755
1535794200000,3162
1535794500000,3592
1535794800000,3054
1535795100000,3307
1535795400000,3985
1535795700000,4664
1535796000000,4270
1535796300000,2850
1535796600000,3234
1535796900000,2625
1535797200000,2588
1535797500000,2995
1535797800000,3409
1535798100000,2929
1535798400000,3274
1535798700000,2474
1535799000000,2628
1535799300000,2601
1535799600000,3054
1535799900000,3514
1535800200000,3455
1535800500000,4687
1535800800000,4154
1535801100000,4375
1535801400000,5787
1535801700000,6073
1535802000000,6511
1535802300000,6657
1535802600000,6949
1535802900000,7045
1535803200000,8416
1535803500000,9026
1535803800000,8235
1535804100000,8336
1535804400000,8767
1535804700000,7571
1535805000000,7838
1535805300000,8815
1535805600000,7637
1535805900000,8159
1535806200000,7878
1535806500000,7577
1535806800000,8502
1535807100000,6744
1535807400000,8320
1535807700000,7290
1535808000000,9758
1535808300000,9312
1535808600000,7888
1535808900000,7618
1535809200000,5979
1535809500000,6322
1535809800000,7663
1535810100000,6329
1535810400000,5792
1535810700000,5535
1535811000000,5566
1535811300000,6033
1535811600000,5265
1535811900000,6278
1535812200000,5378
1535812500000,4904
1535812800000,4449
1535813100000,5102
1535813400000,4745
1535813700000,4984
1535814000000,4533
1535814300000,5478
1535814600000,4913
1535814900000,3830
1535815200000,3690
1535815500000,3901
1535815800000,3057
1535816100000,3060
1535816400000,2597
1535816700000,2722
1535817000000,3093
1535817300000,3139
1535817600000,4227
1535817900000,3101
1535818200000,4435
1535818500000,3286
1535818800000,3281
1535819100000,2973
1535819400000,3517
1535819700000,3966
1535820000000,3040
1535820300000,2819
1535820600000,2773
1535820900000,3398
1535821200000,3025
1535821500000,2487
1535821800000,2808
1535822100000,2722
1535822400000,2753
1535822700000,2620
1535823000000,2251
1535823300000,2061
1535823600000,2436
1535823900000,1685
1535824200000,1562
1535824500000,1120
1535824800000,1817
1535825100000,1308
1535825400000,1151
1535825700000,1646
1535826000000,1473
1535826300000,1313
1535826600000,1271
1535826900000,1207
1535827200000,1150
1535827500000,1382
1535827800000,1168
1535828100000,1113
1535828400000,1431
1535828700000,1489
1535829000000,1512
1535829300000,1603
1535829600000,1270
1535829900000,1398
1535830200000,1533
1535830500000,2506
1535830800000,1742
1535831100000,2119
1535831400000,1960
1535831700000,1876
1535832000000,1871
1535832300000,1614
1535832600000,1700
1535832900000,1780
1535833200000,1560
1535833500000,1561
1535833800000,1823
1535834100000,1747
1535834400000,1608
1535834700000,1438
1535835000000,1146
1535835300000,1509
1535835600000,1356
1535835900000,1140
1535836200000,1192
1535836500000,963
1535836800000,1062
1535837100000,1519
1535837400000,1655
1535837700000,1340
1535838000000,1478
1535838300000,1429
1535838600000,1586
1535838900000,1715
1535839200000,1429
1535839500000,1827
1535839800000,1894
1535840100000,1670
1535840400000,1883
1535840700000,1620
1535841000000,2416
1535841300000,2172
1535841600000,2161
1535841900000,2550
1535842200000,2465
1535842500000,2359
1535842800000,2556
1535843100000,3211
1535843400000,2889
1535843700000,2867
1535844000000,3415
1535844300000,3404
1535844600000,3928
1535844900000,3496
1535845200000,3144
1535845500000,3120
1535845800000,2873
1535846100000,3063
1535846400000,3899
1535846700000,3942
1535847000000,3502
1535847300000,3431
1535847600000,4045
1535847900000,3460
1535848200000,3372
1535848500000,3762
1535848800000,3551
1535849100000,4211
1535849400000,4770
1535849700000,4383
1535850000000,4598
1535850300000,3412
1535850600000,4061
1535850900000,4322
1535851200000,4332
1535851500000,4253
1535851800000,3788
1535852100000,4756
1535852400000,5284
1535852700000,4257
1535853000000,3537
1535853300000,4376
1535853600000,3992
1535853900000,4511
1535854200000,4432
1535854500000,5260
1535854800000,4764
1535855100000,4468
1535855400000,5196
1535855700000,4370
1535856000000,3984
1535856300000,5329
1535856600000,5276
1535856900000,4196
1535857200000,4871
1535857500000,4674
1535857800000,4113
1535858100000,4156
1535858400000,5320
1535858700000,4258
1535859000000,4557
1535859300000,4884
1535859600000,5704
1535859900000,4727
1535860200000,3423
1535860500000,5076
1535860800000,3742
1535861100000,3520
1535861400000,3573
1535861700000,3527
1535862000000,4191
1535862300000,4419
1535862600000,3656
1535862900000,3445
1535863200000,5971
1535863500000,5428
1535863800000,4311
1535864100000,3354
1535864400000,4702
1535864700000,3855
1535865000000,4750
1535865300000,4776
1535865600000,5183
1535865900000,4403
1535866200000,3903
1535866500000,4426
1535866800000,4162
1535867100000,4567
1535867400000,3993
1535867700000,4268
1535868000000,4551
1535868300000,4847
1535868600000,4968
1535868900000,5005
1535869200000,4781
1535869500000,3726
1535869800000,4360
1535870100000,4050
1535870400000,3926
1535870700000,3664
1535871000000,3918
1535871300000,3678
1535871600000,3986
1535871900000,4000
1535872200000,4619
1535872500000,3718
1535872800000,4472
1535873100000,4076
1535873400000,4001
1535873700000,4311
1535874000000,5290
1535874300000,4301
1535874600000,3929
1535874900000,4475
1535875200000,3834
1535875500000,4440
1535875800000,3531
1535876100000,4625
1535876400000,4019
1535876700000,4551
1535877000000,3907
1535877300000,3615
1535877600000,4093
1535877900000,4489
1535878200000,4041
1535878500000,3468
1535878800000,3398
1535879100000,3974
1535879400000,3154
1535879700000,4479
1535880000000,3510
1535880300000,4226
1535880600000,3747
1535880900000,3594
1535881200000,4096
1535881500000,3201
1535881800000,3584
1535882100000,3193
1535882400000,4126
1535882700000,3332
1535883000000,4042
1535883300000,3378
1535883600000,3566
1535883900000,3060
1535884200000,4621
1535884500000,3124
1535884800000,2886
1535885100000,2315
1535885400000,2434
1535885700000,2584
1535886000000,2379
1535886300000,3256
1535886600000,3596
1535886900000,3537
1535887200000,4064
1535887500000,4937
1535887800000,5761
1535888100000,7299
1535888400000,7602
1535888700000,9167
1535889000000,9991
1535889300000,10563
1535889600000,10463
1535889900000,9706
1535890200000,10641
1535890500000,11699
1535890800000,11330
1535891100000,8098
1535891400000,9376
1535891700000,9385
1535892000000,9964
1535892300000,12301
1535892600000,12091
1535892900000,12034
1535893200000,12690
1535893500000,13877
1535893800000,14728
1535894100000,14468
1535894400000,14416
1535894700000,12282
1535895000000,11862
1535895300000,6810
1535895600000,6497
1535895900000,6353
1535896200000,5185
1535896500000,5531
1535896800000,4065
1535897100000,4713
1535897400000,6033
1535897700000,5607
1535898000000,6096
1535898300000,5774
1535898600000,5763
1535898900000,6072
1535899200000,5364
1535899500000,6413
1535899800000,5441
1535900100000,5576
1535900400000,4556
1535900700000,5666
1535901000000,4558
1535901300000,5088
1535901600000,5120
1535901900000,4201
1535902200000,4084
1535902500000,4032
1535902800000,3689
1535903100000,3919
1535903400000,3298
1535903700000,2862
1535904000000,4441
1535904300000,4820
1535904600000,4969
1535904900000,4357
1535905200000,4199
1535905500000,3661
1535905800000,4756
1535906100000,3424
1535906400000,2737
1535906700000,2759
1535907000000,2722
1535907300000,2319
1535907600000,2574
1535907900000,2776
1535908200000,2419
1535908500000,2443
1535908800000,2508
1535909100000,1936
1535909400000,1705
1535909700000,1699
1535910000000,1713
1535910300000,1802
1535910600000,1179
1535910900000,1524
1535911200000,1527
1535911500000,1523
1535911800000,1343
1535912100000,1205
1535912400000,1452
1535912700000,1207
1535913000000,1003
1535913300000,993
1535913600000,913
1535913900000,693
1535914200000,1011
1535914500000,933
1535914800000,884
1535915100000,581
1535915400000,643
1535915700000,1031
1535916000000,796
1535916300000,1084
1535916600000,874
1535916900000,1132
1535917200000,928
1535917500000,745
1535917800000,762
1535918100000,693
1535918400000,1285
1535918700000,805
1535919000000,662
1535919300000,768
1535919600000,870
1535919900000,922
1535920200000,854
1535920500000,813
1535920800000,790
1535921100000,912
1535921400000,1194
1535921700000,1275
1535922000000,1294
1535922300000,802
1535922600000,958
1535922900000,908
1535923200000,648
1535923500000,881
1535923800000,962
1535924100000,847
1535924400000,1028
1535924700000,1383
1535925000000,1459
1535925300000,1211
1535925600000,1321
1535925900000,1092
1535926200000,1181
1535926500000,1731
1535926800000,2480
1535927100000,1851
1535927400000,2659
1535927700000,1943
1535928000000,3055
1535928300000,2650
1535928600000,2456
1535928900000,2567
1535929200000,2185
1535929500000,2176
1535929800000,2014
1535930100000,2443
1535930400000,1984
1535930700000,2345
1535931000000,2189
1535931300000,1912
1535931600000,2467
1535931900000,2372
1535932200000,1996
1535932500000,1771
1535932800000,2123
1535933100000,1893
1535933400000,2088
1535933700000,2790
