i06,e10,c3,p10,l3,221
i38,e10,c1,p03,l4,5266
i02,e08,c1,p11,l3,2286
i05,e08,c1,p35,l3,2336
i38,e06,c1,p12,l3,2963
i06,e08,c5,p07,l2,4864
i06,e10,c5,p30,l3,677
i38,e10,c1,p06,l4,2671
i38,e10,c1,p08,l4,2515
i46,e11,c1,p12,l3,2854
i02,e09,c1,p23,l3,2269
i38,e04,c1,p03,l1,4614
i06,e08,c5,p25,l2,4710
i14,e01,c5,p06,l3,2
i01,e01,c1,p35,l3,2282
i38,e06,c4,p11,l3,47
i06,e10,c5,p13,l1,2315
i06,e04,c5,p01,l1,2453
i38,e10,c1,p16,l2,4539
i38,e04,c1,p32,l1,4546
i34,e03,c5,p18,l3,14
i02,e08,c1,p08,l3,2275
i17,e11,c5,p19,l3,34
i13,e08,c5,p03,l3,16
i06,e10,c5,p30,l1,2266
i13,e08,c5,p35,l3,4
i17,e04,c5,p11,l3,21
i23,e08,c5,p19,l3,9
i46,e09,c1,p11,l3,2274
i38,e10,c1,p25,l2,4545
i34,e04,c5,p25,l3,16
i38,e10,c1,p29,l1,4546
i34,e01,c5,p04,l3,1
i38,e10,c1,p26,l2,4527
i18,e07,c1,p35,l3,2263
i12,e04,c5,p06,l3,2
i38,e12,c1,p24,l3,2263
i38,e01,c1,p26,l3,2277
i17,e04,c5,p16,l3,4
i49,e03,c1,p33,l3,2271
i38,e12,c1,p17,l3,2268
i06,e09,c5,p08,l2,4534
i48,e11,c1,p19,l3,2265
i34,e08,c5,p09,l3,3
i14,e01,c5,p03,l3,1
i17,e04,c5,p05,l3,2
i39,e04,c5,p05,l3,1
i16,e08,c5,p24,l3,2
i38,e10,c4,p13,l2,4525
i02,e11,c1,p13,l3,2263
i30,e01,c1,p04,l3,2263
i06,e10,c5,p15,l4,2244
i06,e12,c5,p19,l3,2596
i38,e01,c1,p10,l3,2683
i17,e04,c5,p04,l3,4
i38,e10,c1,p09,l3,5414
i06,e10,c5,p04,l4,1309
i46,e08,c1,p35,l3,3520
i06,e09,c5,p21,l2,4603
i38,e10,c1,p19,l2,4694
i06,e11,c5,p26,l2,4559
i38,e11,c1,p32,l2,4545
i06,e10,c3,p22,l3,147
i06,e11,c5,p09,l2,4587
i17,e09,c5,p10,l3,14
i02,e11,c1,p19,l3,2268
i38,e01,c1,p09,l3,2281
i06,e11,c5,p06,l2,4697
i13,e01,c5,p12,l3,1
i06,e11,c3,p23,l2,4525
i06,e12,c5,p23,l3,36
i07,e12,c5,p05,l3,11
i12,e08,c5,p10,l3,7
i38,e06,c1,p31,l3,2334
i38,e09,c1,p18,l2,4534
i34,e04,c5,p22,l3,11
i02,e08,c1,p20,l3,4548
i02,e01,c1,p21,l3,2276
i23,e04,c5,p29,l3,2
i38,e11,c4,p17,l2,4529
i06,e10,c5,p02,l2,4553
i38,e10,c1,unknown,l3,2265
i46,e04,c1,p03,l3,2274
i89,e01,c1,p12,l3,2264
i14,e08,c5,p01,l3,4
i14,e11,c5,p03,l3,2
i17,e11,c5,p26,l3,2
i34,e08,c5,p04,l3,6
i34,e09,c5,p16,l3,3
i30,e04,c1,p21,l3,2266
i13,e08,c5,p06,l3,1
i89,e09,c1,p19,l3,2263
i43,e01,c1,p19,l3,2264
i21,e09,c1,p15,l3,2263
i43,e08,c1,p19,l3,2265
i03,e01,c5,p19,l3,2
i46,e11,c1,p34,l3,2263
i06,e10,c3,p08,l4,3
i38,e10,c1,p10,l4,11861
i06,e08,c5,p06,l2,5002
i06,e10,c5,p25,l3,7797
i06,e10,c5,p32,l4,987
i38,e10,c4,p01,l4,149
i38,e10,c7,p16,l3,44
i38,e10,c1,p28,l4,2555
i38,e09,c1,p29,l2,4551
i38,e11,c1,p04,l2,4608
i06,e11,c5,p24,l2,4755
i06,e10,c3,p19,l4,37
i02,e04,c1,p03,l3,2285
i38,e08,c1,p02,l2,4573
i14,e08,c5,p05,l3,47
i13,e11,c5,p19,l3,27
i46,e01,c1,p33,l3,2263
i34,e01,c5,p35,l3,16
i39,e01,c5,p21,l3,1
i46,e08,c1,p24,l3,2295
i17,e04,c5,p03,l3,20
i14,e05,c3,p01,l3,11
i06,e10,c3,p04,l3,12
i05,e01,c1,p11,l3,2268
i46,e08,c1,p14,l3,4530
i38,e10,c1,p14,l1,6793
i34,e01,c5,p11,l3,1
i30,e09,c1,p13,l3,2263
i02,e04,c1,p22,l3,2269
i06,e10,c3,p22,l4,4
i43,e04,c1,p21,l3,2266
i23,e03,c5,p19,l3,10
i46,e06,c1,p35,l3,2265
i38,e11,c4,p16,l2,4526
i46,e04,c4,p09,l3,2
i38,e04,c4,p14,l1,4525
i12,e08,c5,p13,l3,1
i34,e08,c5,p05,l3,2
i17,e09,c5,p15,l3,1
i06,e10,c3,p03,l1,2263
