i06,e10,c5,p08,l3,11781
i38,e10,c1,p18,l3,6261
i38,e06,c1,p15,l3,1960
i38,e01,c1,p09,l3,1698
i38,e06,c1,p30,l3,1705
i02,e04,c1,p15,l3,1782
i32,e11,c5,p35,l3,1147
i06,e08,c5,p31,l2,1188
i39,e01,c5,p35,l3,1829
i30,e04,c1,p14,l3,1689
i38,e10,c7,p32,l3,1666
i38,e08,c1,p28,l2,1684
i06,e10,c5,p03,l2,657
i38,e06,c1,p25,l3,1729
i06,e04,c5,p24,l1,94
i01,e08,c1,p11,l3,1727
i43,e09,c1,p07,l3,1670
i38,e10,c4,p01,l3,1730
i06,e01,c5,p16,l3,1738
i23,e04,c5,p18,l3,1120
i02,e09,c1,p09,l3,1680
i19,e11,c5,p35,l3,1172
i38,e08,c1,p07,l2,2039
i38,e11,c4,p02,l2,1110
i38,e11,c1,p28,l2,1137
i41,e01,c1,p10,l3,1675
i06,e10,c3,p13,l4,1119
i34,e04,c5,p24,l3,1125
i38,e04,c1,p32,l1,1736
i25,e11,c5,p24,l3,1129
i27,e01,c5,p22,l3,1664
i23,e04,c5,p02,l3,1111
i38,e10,c1,unknown,l4,1117
i06,e10,c3,p24,l4,1142
i23,e04,c5,p01,l3,1130
i14,e08,c5,p12,l3,1123
i06,e01,c3,p12,l3,1663
i38,e10,c4,p29,l3,1668
i06,e08,c3,p15,l2,1114
i14,e11,c5,p21,l3,1111
i16,e04,c5,p16,l3,1110
i33,e01,c1,p24,l3,1664
i30,e01,c1,p10,l3,1690
i16,e04,c5,p02,l3,1113
i14,e04,c5,p11,l3,1109
i17,e04,c5,p28,l3,1116
i09,e01,c5,p18,l3,1663
i17,e04,c5,p32,l3,1682
i14,e05,c5,p06,l3,1663
i38,e09,c1,p04,l2,1682
i05,e09,c1,p22,l3,1666
i30,e01,c1,p01,l3,1667
i13,e08,c5,p18,l3,1110
i39,e04,c5,p02,l3,1109
i02,e05,c1,p17,l3,2220
i22,e05,c5,p17,l3,1666
i38,e10,c1,p04,l1,558
i39,e05,c5,p35,l3,1663
i13,e03,c5,p02,l3,1109
i66,e04,c3,p04,l3,1109
i41,e08,c1,p02,l3,1664
i14,e04,c5,p19,l3,1110
i23,e08,c5,p14,l3,1110
i41,e07,c1,p04,l3,1663
i03,e04,c5,p23,l3,1109
i06,e02,c5,p03,l1,1
i38,e01,c4,p11,l3,2217
i27,e01,c5,p08,l3,1663
i06,e10,c5,p04,l3,20262
i38,e11,c1,p19,l2,1682
i38,e10,c1,p12,l4,2334
i06,e04,c5,p35,l1,160
i06,e10,c5,p25,l4,1655
i38,e01,c1,p01,l3,1751
i06,e08,c5,p15,l2,4257
i06,e12,c5,p05,l3,2089
i38,e01,c1,p21,l3,1745
i02,e01,c1,p14,l3,1779
i03,e04,c5,p16,l3,1111
i17,e01,c5,p01,l3,1705
i16,e08,c5,p02,l3,1136
i34,e04,c5,p32,l3,1677
i02,e04,c1,p09,l3,1677
i38,e10,c4,p04,l4,1148
i75,e08,c1,p35,l3,1710
i38,e08,c1,p35,l2,1872
i06,e11,c5,p32,l2,1171
i38,e11,c1,p16,l2,1223
i17,e08,c5,p15,l3,1146
i39,e09,c5,p13,l3,1126
i38,e04,c1,p07,l1,660
i41,e08,c1,p10,l3,1700
i38,e10,c4,p17,l4,1130
i05,e09,c1,p35,l3,1672
i06,e11,c5,p20,l2,594
i05,e09,c1,p01,l3,1666
i41,e04,c1,p16,l3,1664
i06,e05,c5,p19,l1,561
i05,e12,c1,p05,l3,2232
i38,e04,c7,p10,l1,569
i33,e04,c1,p12,l3,1665
i43,e08,c1,p11,l3,1666
i17,e01,c5,p17,l3,1671
i06,e12,c5,p32,l3,1739
i39,e09,c5,p21,l3,1132
i13,e08,c5,p21,l3,1113
i48,e11,c1,p35,l3,1676
i46,e11,c1,p14,l3,1665
i21,e09,c1,p10,l3,1666
i16,e08,c5,p14,l3,1111
i34,e08,c5,p23,l3,1125
i39,e09,c5,p32,l3,1667
i34,e01,c5,p18,l3,1665
i16,e01,c5,p07,l3,1664
i12,e04,c5,p18,l3,1109
i05,e06,c1,p21,l3,1667
i36,e09,c5,p35,l3,1109
i05,e05,c1,p12,l3,2217
i42,e05,c5,p15,l3,1664
i23,e01,c5,p23,l3,1664
i46,e05,c1,p35,l3,2217
i03,e10,c5,p04,l3,1112
i21,e04,c1,p06,l3,1663
i05,e07,c1,p35,l3,1666
i75,e09,c1,p35,l3,1665
i06,e07,c5,p15,l2,556
i05,e01,c1,p22,l3,1663
i16,e09,c5,p07,l3,1111
i16,e04,c5,p32,l3,1663
i14,e04,c5,p18,l3,1110
i16,e09,c5,p02,l3,1109
i03,e04,c5,p14,l3,1109
i13,e03,c5,p21,l3,1110
i42,e02,c5,p19,l3,1109
i01,e09,c1,p12,l3,1663
i16,e09,c5,p09,l3,1109
i06,e10,c5,p19,l4,6930
i06,e10,c5,p26,l3,2869
i15,e01,c2,p35,l3,3284
i06,e09,c5,p19,l2,1376
i07,e12,c5,p35,l3,1881
i02,e09,c1,p19,l3,2482
i06,e11,c5,p23,l2,728
i38,e01,c1,p02,l3,1694
i06,e08,c5,p16,l2,3090
i02,e08,c1,p01,l3,2546
i06,e09,c5,p14,l2,1126
i31,e11,c1,p35,l3,1733
i34,e04,c5,p10,l3,1175
i02,e04,c1,p22,l3,1700
i02,e04,c1,p16,l3,1819
i06,e12,c5,p16,l3,2028
i17,e01,c5,p22,l3,1671
i06,e11,c5,p15,l2,1060
i41,e01,c1,p31,l3,1666
i03,e10,c5,p11,l3,1116
i16,e01,c5,p13,l3,1676
i06,e09,c5,p06,l2,1156
i38,e10,c4,p21,l3,1863
i01,e08,c1,p04,l3,1681
i06,e05,c5,p01,l1,556
i02,e01,c1,p22,l3,1698
i05,e06,c1,p11,l3,1664
i34,e03,c5,p23,l3,1133
i38,e10,c4,p18,l2,1114
i46,e08,c1,p25,l3,1677
i06,e10,c5,p12,l2,627
i23,e03,c5,p07,l3,1112
i41,e08,c1,p35,l3,1734
i06,e10,c3,p06,l4,1113
i23,e04,c5,p19,l3,1123
i05,e01,c1,p19,l3,1675
i38,e10,c1,unknown,l3,1672
i12,e04,c5,p17,l3,1114
i38,e11,c1,p20,l2,1126
i07,e12,c5,p16,l3,1665
i34,e01,c5,p06,l3,1669
i05,e06,c1,p03,l3,1667
i41,e07,c1,p05,l3,1664
i34,e08,c5,p14,l3,1116
i05,e01,c1,p01,l3,1667
i23,e01,c5,p09,l3,1665
i46,e01,c1,p03,l3,1664
i14,e04,c5,p29,l3,1664
i01,e09,c1,p21,l3,1665
i16,e08,c5,p07,l3,1118
i09,e01,c5,p35,l3,1664
i44,e09,c3,p35,l3,1110
i06,e11,c3,p14,l2,557
i09,e01,c5,p10,l3,1663
i46,e08,c1,p01,l3,1664
i06,e07,c5,p05,l2,556
i30,e04,c1,p24,l3,1665
i38,e07,c4,p15,l2,1109
i38,e11,c4,p07,l2,1111
i39,e01,c5,p25,l3,1664
i38,e11,c4,p28,l2,1109
i61,e11,c1,p35,l3,1663
i06,e04,c5,p30,l1,1
i25,e08,c5,p04,l3,1109
i27,e04,c5,p21,l3,1109
i38,e10,c1,p30,l3,2100
i06,e10,c5,p21,l3,40028
i06,e10,c5,p26,l4,1315
i06,e10,c5,p32,l3,8787
i38,e10,c1,p29,l4,1805
i38,e10,c1,p11,l4,3577
i06,e10,c5,p23,l2,581
i06,e01,c5,p28,l3,1697
i38,e06,c1,p06,l3,1866
i02,e04,c1,p29,l3,2321
i46,e11,c1,p11,l3,1664
i46,e08,c1,p19,l3,1929
i06,e04,c5,p12,l1,131
i02,e01,c1,p15,l3,1841
i34,e08,c5,p06,l3,1119
i05,e09,c1,p12,l3,1673
i02,e09,c1,p04,l3,1723
i46,e09,c4,p35,l3,1665
i06,e12,c5,p17,l3,1864
i29,e04,c5,p35,l3,1118
i17,e09,c5,p14,l3,1125
i43,e08,c1,p35,l3,1739
i38,e12,c1,p12,l3,2720
i17,e01,c5,p21,l3,1698
i06,e08,c3,p17,l2,1226
i14,e08,c5,p17,l3,1121
i05,e01,c1,p11,l3,1664
i05,e06,c1,p12,l3,1669
i05,e12,c1,p21,l3,2227
i39,e04,c5,p11,l3,1122
i05,e01,c1,p04,l3,1673
i38,e09,c1,p20,l2,1668
i17,e08,c5,p08,l3,1675
i23,e09,c5,p06,l3,1118
i38,e11,c4,p35,l2,1111
i17,e04,c5,p22,l3,1162
i06,e10,c5,p33,l4,1125
i13,e08,c5,p17,l3,1124
i17,e11,c3,p25,l3,1113
i34,e04,c5,p06,l3,1120
i07,e09,c5,p15,l3,1112
i16,e01,c5,p01,l3,1671
i43,e01,c1,p14,l3,1663
i34,e03,c5,p20,l3,1112
i14,e08,c5,p13,l3,1116
i02,e04,c1,p08,l3,1670
i43,e04,c1,p07,l3,1675
i17,e11,c5,p26,l3,1112
i38,e10,c4,p03,l2,1110
i38,e10,c4,p10,l1,555
i36,e01,c5,p35,l3,1663
i17,e09,c5,p32,l3,1665
i33,e04,c1,p10,l3,1664
i38,e10,c4,p23,l4,1117
i05,e03,c1,p19,l3,1664
i23,e04,c5,p32,l3,1663
i30,e09,c1,p35,l3,1663
i34,e09,c5,p08,l3,1663
i38,e05,c1,p07,l1,1109
i14,e11,c5,p07,l3,1109
i17,e08,c5,p06,l3,1111
i30,e09,c1,p12,l3,1664
i23,e03,c5,p23,l3,1109
i20,e01,c5,p15,l3,1663
i41,e08,c1,p06,l3,1663
i16,e04,c5,p08,l3,1663
i38,e06,c1,p19,l3,2784
i39,e04,c5,p35,l3,1585
i06,e10,c5,p31,l3,3888
i06,e10,c5,p17,l4,3037
i02,e01,c1,p03,l3,1796
i06,e12,c5,p26,l3,1740
i06,e10,c3,p19,l1,6
i38,e12,c1,p06,l3,2219
i39,e04,c5,p15,l3,1137
i38,e01,c1,p10,l3,1965
i16,e01,c5,p24,l3,1668
i38,e06,c7,p10,l3,1165
i06,e09,c5,p35,l2,1182
i34,e03,c5,p06,l3,1128
i39,e09,c5,p03,l3,1113
i38,e10,c1,p18,l1,571
i02,e08,c1,p07,l3,2021
i34,e04,c5,p18,l3,1114
i17,e08,c5,p21,l3,1153
i34,e03,c5,p14,l3,1127
i38,e08,c1,p06,l2,1796
i17,e01,c5,p13,l3,1673
i16,e08,c5,p12,l3,1128
i39,e04,c5,p25,l3,1114
i38,e10,c4,p29,l4,1115
i49,e10,c1,p35,l3,1734
i39,e01,c5,p16,l3,1672
i25,e12,c5,p10,l3,1663
i27,e04,c5,p11,l3,1114
i17,e09,c5,p28,l3,1111
i48,e01,c1,p10,l3,1664
i30,e01,c1,p03,l3,1672
i19,e09,c5,p10,l3,1111
i17,e01,c5,p32,l3,2220
i34,e08,c5,p13,l3,1120
i12,e01,c5,p04,l3,1670
i48,e11,c1,p19,l3,1667
i06,e11,c3,p19,l2,557
i63,e10,c1,p35,l4,1124
i06,e09,c5,p31,l2,1115
i05,e07,c1,p05,l3,1667
i16,e01,c5,p20,l3,1665
i81,e09,c5,p35,l3,1110
i12,e08,c5,p21,l3,1117
i03,e09,c5,p02,l3,1109
i38,e10,c1,p08,l2,1124
i06,e10,c3,p05,l4,1113
i41,e09,c1,p19,l3,1673
i38,e09,c1,p25,l2,1666
i23,e01,c5,p17,l3,1663
i21,e04,c1,p10,l3,1669
i16,e01,c5,p16,l3,1664
i38,e10,c4,p15,l2,1110
i34,e03,c5,p25,l3,1116
i06,e10,c3,p08,l4,1111
i02,e05,c1,p10,l3,2218
i67,e10,c5,p21,l3,1114
i63,e04,c1,p10,l3,1664
i03,e10,c5,p24,l3,1110
i07,e04,c5,p17,l3,1109
i17,e09,c5,p23,l3,1115
i16,e09,c5,p15,l3,1110
i14,e11,c5,p10,l3,1113
i01,e08,c1,p16,l3,1664
i38,e12,c1,p21,l3,2221
i16,e08,c5,p23,l3,1112
i30,e04,c1,p15,l3,1663
i14,e01,c5,p04,l3,1663
i46,e04,c4,p35,l3,1664
i38,e11,c4,p05,l2,1113
i07,e12,c5,p24,l3,1663
i38,e11,c4,p16,l2,1109
i05,e09,c1,p07,l3,1663
i16,e01,c5,p06,l3,1663
i38,e09,c4,p05,l2,1664
i34,e05,c5,p10,l3,1663
i29,e01,c5,p10,l3,1663
i42,e02,c5,p06,l3,1109
i23,e03,c5,p12,l3,1112
i14,e04,c5,p14,l3,1109
i66,e01,c3,p10,l3,1663
i14,e04,c5,p30,l3,1109
i15,e04,c2,p35,l3,2677
i06,e01,c5,p21,l3,1806
i02,e08,c1,p11,l3,3230
i38,e11,c1,p21,l2,1283
i06,e12,c5,p06,l3,1751
i06,e10,c5,p15,l1,71
i02,e05,c1,p21,l3,2217
i38,e08,c1,p19,l2,2444
i06,e11,c5,p01,l2,867
i06,e10,c3,p03,l3,1310
i38,e11,c1,p04,l2,1185
i06,e12,c5,p20,l3,1747
i38,e04,c1,p21,l1,668
i01,e08,c1,p29,l3,2224
i39,e01,c5,p24,l3,1666
i06,e10,c3,p35,l3,1174
i01,e04,c1,p21,l3,1670
unknown,e10,c3,p10,l4,1112
i38,e10,c7,p10,l4,1715
i34,e03,c5,p21,l3,1223
i06,e10,c5,p18,l2,600
i05,e03,c1,p32,l3,2218
i39,e04,c5,p01,l3,1135
i02,e09,c1,p35,l3,1780
i06,e10,c5,p05,l2,600
i02,e04,c1,p25,l3,1685
i14,e01,c5,p21,l3,1663
i02,e08,c1,p06,l3,1771
i05,e04,c1,p35,l3,1669
i05,e04,c1,p21,l3,1672
i06,e10,c3,p35,l4,1131
i41,e11,c1,p03,l3,1675
i41,e09,c1,p21,l3,1670
i46,e08,c1,p15,l3,1670
i06,e09,c5,p33,l2,1110
i02,e05,c1,p12,l3,2218
i38,e06,c1,p20,l3,1676
i30,e09,c4,p13,l3,1664
i43,e04,c1,p29,l3,2217
i38,e09,c1,p35,l2,1667
i23,e09,c5,p11,l3,1112
i05,e06,c1,p19,l3,1672
i01,e08,c1,p06,l3,1665
i33,e03,c1,p17,l3,1663
i34,e04,c5,p11,l3,1115
i25,e12,c5,p12,l3,1663
i66,e09,c3,p35,l3,1110
i17,e11,c5,p09,l3,1109
i49,e06,c1,p01,l3,1665
i43,e01,c1,p03,l3,1665
i41,e07,c1,p17,l3,1666
i39,e04,c5,p32,l3,1666
i06,e01,c5,p20,l3,1667
i02,e04,c4,p07,l3,1663
i14,e11,c5,p03,l3,1109
i46,e01,c1,p05,l3,1663
i05,e03,c1,p11,l3,1663
i07,e03,c5,p35,l3,1109
i42,e05,c3,p22,l3,1663
i05,e11,c1,p03,l3,1663
i13,e08,c5,p12,l3,1109
i14,e01,c5,p15,l3,1664
i06,e10,c5,p13,l3,26710
i38,e06,c1,p10,l3,4350
i06,e10,c5,p01,l4,3816
i02,e01,c1,p11,l3,1926
i02,e09,c1,p23,l3,1711
i06,e11,c5,p09,l2,749
i38,e11,c1,p06,l2,1170
i06,e11,c5,p03,l2,782
i06,e09,c5,p29,l2,1723
i34,e01,c5,p35,l3,1691
i38,e09,c1,p02,l2,1694
i06,e04,c5,p14,l1,77
i38,e10,c4,p04,l3,1786
i38,e10,c1,p04,l4,1782
i06,e08,c5,p13,l2,2176
i06,e10,c3,p17,l3,1315
i06,e10,c5,p20,l4,1354
i49,e01,c1,p33,l3,1667
i23,e04,c5,p04,l3,1136
i02,e08,c1,p17,l3,1915
i06,e04,c5,p13,l1,169
i08,e08,c1,p10,l3,1667
i17,e04,c5,p05,l3,1158
i17,e11,c5,p07,l3,1146
i06,e11,c5,p22,l2,638
i13,e04,c5,p10,l3,1112
i17,e08,c5,p04,l3,1121
i14,e04,c5,p10,l3,1112
i34,e08,c5,p16,l3,1130
i01,e08,c1,p21,l3,1676
i16,e08,c5,p29,l3,1669
i38,e10,c1,p12,l1,578
i06,e10,c5,p25,l1,18
i41,e01,c1,p11,l3,1684
i19,e10,c5,p10,l4,1178
i06,e01,c5,p29,l3,2305
i02,e09,c1,p07,l3,1739
i06,e10,c5,p07,l1,40
i38,e10,c1,p14,l1,561
i34,e09,c5,p22,l3,1117
i16,e01,c5,p04,l3,1666
i05,e07,c1,p14,l3,1667
i16,e04,c5,p17,l3,1118
i02,e04,c1,p06,l3,1678
i39,e01,c5,p07,l3,1674
i17,e08,c5,p03,l3,1147
i23,e08,c5,p25,l3,1125
i38,e08,c1,p20,l2,1676
i03,e04,c5,p02,l3,1114
i06,e01,c3,p19,l3,1665
i05,e01,c1,unknown,l3,1663
i41,e04,c1,p25,l3,1666
i39,e04,c5,p08,l3,1682
i13,e03,c5,p03,l3,1109
i43,e09,c1,p19,l3,1666
i59,e08,c5,p10,l3,1116
i21,e04,c1,p18,l3,1665
i16,e09,c5,p13,l3,1113
i23,e01,c5,p04,l3,1663
i43,e09,c1,p01,l3,1665
i12,e08,c5,p15,l3,1109
i07,e12,c5,p05,l3,1667
i05,e06,c1,p24,l3,1664
i32,e08,c5,p09,l3,1109
i41,e07,c1,p06,l3,1665
i23,e04,c5,p17,l3,1110
i02,e11,c1,p19,l3,1667
i13,e12,c5,p04,l3,1664
i41,e09,c1,p22,l3,1663
i23,e03,c5,p11,l3,1109
i41,e09,c1,p12,l3,1665
i09,e04,c5,p35,l3,1110
i14,e08,c3,p02,l3,1109
i13,e12,c5,p02,l3,1663
i03,e08,c5,p09,l3,1109
i14,e08,c3,p15,l3,1110
i06,e02,c5,p14,l1,1
i13,e04,c5,p19,l3,1109
i38,e05,c1,p35,l1,1110
i05,e07,c1,p17,l3,1664
i30,e01,c1,p09,l3,1663
i42,e02,c5,p16,l3,1109
i34,e03,c5,p33,l3,1109
i34,e03,c5,p35,l3,1353
i06,e10,c5,p19,l3,91024
i38,e10,c1,p01,l3,16476
i06,e10,c5,p25,l3,8901
i06,e10,c5,p35,l4,2921
i02,e08,c1,p25,l3,1742
i06,e09,c5,p17,l2,1174
i02,e01,c1,p21,l3,1786
i06,e04,c5,p28,l1,50
i02,e04,c1,p12,l3,1800
i17,e08,c5,p13,l3,1152
i17,e08,c5,p35,l3,1142
i41,e01,c1,p01,l3,1678
i06,e04,c5,p25,l1,62
i31,e04,c1,p35,l3,1690
i06,e01,c5,p13,l3,1729
i06,e09,c5,p13,l2,1180
i34,e03,c5,p16,l3,1206
i02,e01,c1,p07,l3,1749
i06,e10,c5,p05,l1,48
i02,e08,c1,p35,l3,1935
i17,e04,c5,p16,l3,1153
i06,e11,c5,p25,l2,663
